name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,restaurant_type,city_list
cobaja,Yes,Yes,4.2,82,brigade road,casual dining,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Delivery,Residency Road
rocksalt,Yes,Yes,4.4,502,st. marks road,"bar, casual dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,"1,900",Delivery,Residency Road
petoo,No,No,3.7,32,commercial street,casual dining,Biryani,"North Indian, Fast Food, Street Food",800,Delivery,Residency Road
samskruti - sanman gardenia,Yes,No,4.0,141,jayanagar,casual dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Delivery,Residency Road
the tao terraces,Yes,Yes,3.9,1943,mg road,casual dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese","2,100",Delivery,Residency Road
c sharp kitchen,Yes,No,3.6,52,church street,casual dining,"Paratha, Tea, Pasta, Omelette, Rolls","North Indian, Chinese, European",600,Delivery,Residency Road
ta'aam,No,No,4.1,405,cunningham road,casual dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750,Delivery,Residency Road
anupam's coast ii coast,Yes,Yes,4.2,861,church street,casual dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese","1,400",Delivery,Residency Road
nossa goa,Yes,Yes,4.1,302,richmond road,casual dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts","1,000",Delivery,Residency Road
kudla - hotel ramanashree,Yes,Yes,4.2,354,richmond road,casual dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese","1,200",Delivery,Residency Road
step right up,Yes,No,4.1,161,vasanth nagar,cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Delivery,Residency Road
the belgian waffle co.,Yes,No,3.8,82,residency road,dessert parlor,Waffles,"Desserts, Beverages",350,Delivery,Residency Road
brownie heaven,Yes,No,4.1,34,cunningham road,dessert parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300,Delivery,Residency Road
le rock,Yes,No,4.1,1222,brigade road,bar,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese","2,000",Delivery,Residency Road
gmt - gelateria montecatini terme,Yes,No,4.4,69,lavelle road,quick bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300,Delivery,Residency Road
happy belly bakes,Yes,No,4.2,121,mg road,"cafe, bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Delivery,Residency Road
the j,Yes,No,4.0,140,church street,quick bites,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",400,Delivery,Residency Road
the grill house,Yes,Yes,4.1,774,ulsoor,"casual dining, bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak","1,200",Delivery,Residency Road
blow,Yes,Yes,4.3,972,church street,cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750,Delivery,Residency Road
the coffee bean & tea leaf,Yes,No,3.8,263,mg road,cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Delivery,Residency Road
the souk,Yes,No,3.7,66,ulsoor,cafe,"Mediterranean Platter, Brownie, Pasta, Burgers, Cheesy Garlic Bread, Steak","Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery,Residency Road
ging - royal orchid central,Yes,Yes,4.4,232,mg road,"bar, casual dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,"2,000",Delivery,Residency Road
asean - on the edge,Yes,Yes,4.5,875,mg road,casual dining,"Cocktails, Khao Suey, Mocktails, Salad, Beer, Malacca Curry, Sangria","Asian, Thai","1,800",Delivery,Residency Road
the konkan - seafood restaurant,Yes,Yes,4.4,219,st. marks road,casual dining,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice","Seafood, Konkan, Mangalorean",850,Delivery,Residency Road
ebony,Yes,Yes,4.3,3152,mg road,casual dining,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian","1,500",Delivery,Residency Road
mountain spice,Yes,No,3.9,189,koramangala 8th block,quick bites,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa",Chinese,200,Delivery,Residency Road
driven cafe,Yes,No,3.6,123,residency road,cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Delivery,Residency Road
japan travel cafe azuki,No,No,4.3,74,residency road,cafe,"Miso Soup, Tempura","Cafe, Japanese",400,Delivery,Residency Road
ocea hotel,Yes,No,3.7,281,brigade road,casual dining,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800,Delivery,Residency Road
just shawarma,Yes,No,3.8,111,ulsoor,quick bites,"Rolls, Whole Meat Shawarma",Arabian,300,Delivery,Residency Road
cafe cerrise,No,No,3.8,99,ulsoor,cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600,Delivery,Residency Road
benjarong,Yes,No,4.3,860,ulsoor,casual dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian","1,800",Delivery,Residency Road
ramana's,Yes,Yes,4.0,380,cunningham road,casual dining,"Palak Soup, Mushroom Masala, Dal Makhani, Kebab Platter, Jal-jeera, Mushroom Soup, Roti","North Indian, Chinese, Healthy Food",850,Delivery,Residency Road
zodiac - fortune select jp cosmos hotel,Yes,Yes,3.8,91,cunningham road,casual dining,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","North Indian, South Indian, Chinese, Continental","1,800",Delivery,Residency Road
xian,Yes,Yes,3.8,81,ulsoor,casual dining,Noodles,"Chinese, Thai",800,Delivery,Residency Road
stir fry,No,No,4.0,210,residency road,casual dining,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos",500,Delivery,Residency Road
mamma mexicana,Yes,Yes,2.2,409,mg road,casual dining,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,"1,000",Delivery,Residency Road
new prashanth hotel,Yes,No,3.7,50,majestic,casual dining,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian",750,Delivery,Residency Road
parika multicuisine restaurant,Yes,Yes,3.8,203,richmond road,casual dining,"Tandoori Chicken, Kheer, Chicken Tikka, Butter Naan, Sweet Lassi, Caramel Custard, Panipuri","North Indian, Chinese, Mughlai","1,200",Delivery,Residency Road
fatso's,Yes,No,3.8,74,brigade road,cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650,Delivery,Residency Road
the bundle co.,Yes,No,4.4,232,mg road,quick bites,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700,Delivery,Residency Road
urban solace - cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ© for the soul,Yes,No,3.9,466,ulsoor,"cafe, casual dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Delivery,Residency Road
rescafe,No,No,3.8,41,residency road,quick bites,"Samosa, Tea",Beverages,100,Delivery,Residency Road
bon sante,No,No,3.6,104,brigade road,cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800,Delivery,Residency Road
the charcoal factory,Yes,No,4.1,292,koramangala 6th block,quick bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600,Delivery,Residency Road
hotel tom's restaurant,Yes,Yes,4.4,725,richmond road,casual dining,"Appam, Sea Food, Fry Prawns, Dal Fry, Fish, Chicken Curry, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian","1,000",Delivery,Residency Road
cafe imroze,Yes,No,3.7,97,infantry road,"cafe, casual dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Delivery,Residency Road
nite out,Yes,No,4.0,1114,koramangala 4th block,delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500,Delivery,Residency Road
double decker,No,Yes,4.3,2741,brigade road,"bar, casual dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","1,300",Delivery,Residency Road
taj hotel,Yes,No,3.7,111,shivajinagar,casual dining,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","Mughlai, Chinese",700,Delivery,Residency Road
friends night kitchen,Yes,No,3.8,110,koramangala 6th block,"takeaway, delivery","Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400,Delivery,Residency Road
the chaat shop,No,No,2.5,35,basavanagudi,quick bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200,Delivery,Residency Road
cafe treat - the pride hotel,Yes,No,4.1,119,richmond road,casual dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian","1,000",Delivery,Residency Road
somilan steak house,No,No,4.3,544,church street,casual dining,"Salads, Beef Steak, Tiramisu, Pork Chops, Crispy Pork, Chicken Salad, Wine","North Eastern, Asian, Naga, Steak, Momos",800,Delivery,Residency Road
gundappa donne biryani,No,No,3.7,163,st. marks road,quick bites,"Chilli Chicken, Mutton Biryani, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300,Delivery,Residency Road
masala oota,Yes,No,3.6,79,residency road,quick bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500,Delivery,Residency Road
the biere club,Yes,Yes,4.3,3498,lavelle road,"pub, microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food","1,700",Delivery,Residency Road
foody's,Yes,No,3.8,169,shanti nagar,quick bites,"Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea","North Indian, South Indian",250,Delivery,Residency Road
fava,No,Yes,4.4,2055,lavelle road,"casual dining, bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","1,200",Delivery,Residency Road
gobble up churros cafe,Yes,No,3.8,38,ulsoor,casual dining,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400,Delivery,Residency Road
bootlegger,No,No,4.1,1546,lavelle road,pub,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak","1,200",Delivery,Residency Road
throwback - pub & dine,No,No,3.9,235,langford town,"bar, casual dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental","1,000",Delivery,Residency Road
shaken & stirred,Yes,No,3.9,86,race course road,"bar, casual dining","Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","Continental, North Indian, Chinese","1,500",Delivery,Residency Road
cafe mangii,Yes,Yes,4.3,1055,lavelle road,casual dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","1,600",Delivery,Residency Road
hyderabad biryaani house,No,No,4.2,1364,richmond road,casual dining,"Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",700,Delivery,Residency Road
sunny's,No,Yes,4.1,1343,lavelle road,"casual dining, bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental","2,100",Delivery,Residency Road
the bangalore cafe,Yes,Yes,4.2,525,shanti nagar,casual dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,Delivery,Residency Road
truffles,No,No,4.5,3599,st. marks road,cafe,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900,Delivery,Residency Road
cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ© felix,Yes,Yes,4.4,726,mg road,"casual dining, cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental","1,700",Delivery,Residency Road
sakae japanese restaurant,No,Yes,4.3,537,shanti nagar,casual dining,"Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura",Japanese,"1,400",Delivery,Residency Road
samrat restaurant,No,No,4.1,493,race course road,casual dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600,Delivery,Residency Road
khazana food paradise,No,No,4.2,366,richmond road,quick bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400,Delivery,Residency Road
cafe kaara,No,No,4.3,167,ulsoor,cafe,"Coffee, Cappuccino, Hot Chocolate, Sandwich, Tiramisu, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750,Delivery,Residency Road
mandarin box,No,No,3.9,85,church street,quick bites,"Momos, Hakka Noodles, Chop Suey",Chinese,500,Delivery,Residency Road
little green cafe,No,No,4.3,797,church street,"cafe, casual dining","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900,Delivery,Residency Road
lakeview milkbar,No,No,4.0,1469,mg road,"dessert parlor, cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,Delivery,Residency Road
icebreakers,No,No,4.3,184,church street,dessert parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",500,Delivery,Residency Road
juice junction,Yes,No,4.0,101,st. marks road,quick bites,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150,Delivery,Residency Road
dakshin,Yes,No,3.5,47,wilson garden,casual dining,Chicken Biryani,South Indian,450,Delivery,Residency Road
konark vegetarian restaurant,No,No,3.9,157,lavelle road,casual dining,"Chaat, Pav Bhaji, Vada, Vegetarian, Masala Dosa, Idli, Brownie","North Indian, Chinese, Continental, South Indian",600,Delivery,Residency Road
sugarberryz cakery,No,No,3.9,57,commercial street,"takeaway, delivery","Chocolate Cake, Cup Cake","Bakery, Desserts","1,200",Delivery,Residency Road
trick or treat,No,No,4.2,619,brigade road,cafe,"Burgers, Pizza, Pasta, Sandwich, Peri Peri Chicken Satay, Fries, Nachos","Cafe, Burger, Continental, Pizza, Steak",500,Delivery,Residency Road
stars 'n' stripes,No,No,2.7,77,mg road,quick bites,"Burgers, Biryani","North Indian, Chinese, Fast Food",500,Delivery,Residency Road
little chef,No,No,4.0,102,richmond road,casual dining,"Dragon Chicken, Hunan Chicken",Chinese,550,Delivery,Residency Road
california burrito,No,No,4.0,54,cunningham road,quick bites,"Nachos, California Burrito, Rice Bowl, Salads","Mexican, Fast Food",400,Delivery,Residency Road
annapoorni grand,No,No,3.9,82,majestic,casual dining,"Chicken Biryani, Ragi Mudde, Mutton Biryani","Chinese, South Indian, North Indian",450,Delivery,Residency Road
mel's korner,No,No,3.7,96,church street,quick bites,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",Fast Food,500,Delivery,Residency Road
rolls on wheels,No,No,3.7,62,cunningham road,quick bites,"Rolls, Momos, Paneer Roll, Veggie Roll",Fast Food,200,Delivery,Residency Road
sidewalk cafe - nahar's heritage hotel,No,No,3.9,135,st. marks road,casual dining,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800,Delivery,Residency Road
peppa zzing,Yes,No,4.3,1135,infantry road,cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Delivery,Residency Road
canopy,No,No,3.0,108,mg road,casual dining,Gulab Jamun,"North Indian, Continental, Chinese",800,Delivery,Residency Road
cafe @ elanza,No,No,3.7,145,richmond road,"casual dining, cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe","1,000",Delivery,Residency Road
tempura restaurant,No,No,3.9,122,brigade road,casual dining,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500,Delivery,Residency Road
biso - citrus hotels,No,Yes,3.9,158,cunningham road,casual dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental","1,100",Delivery,Residency Road
natural ice cream,No,No,4.2,222,st. marks road,dessert parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Beverages",200,Delivery,Residency Road
nandhini paradise,No,Yes,3.6,279,st. marks road,"casual dining, bar","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian",800,Delivery,Residency Road
hotel green tara,No,No,3.9,42,brigade road,casual dining,Momos,"Chinese, Tibetan, Momos",500,Delivery,Residency Road
nagashree's,No,No,2.9,46,shanti nagar,casual dining,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550,Delivery,Residency Road
indy's comfort food,No,No,4.1,399,shivajinagar,quick bites,"Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai","North Indian, Beverages, Fast Food",300,Delivery,Residency Road
hatti punjab di,No,No,3.4,8,brigade road,quick bites,"Tandoori Chicken, Butter Chicken, Garlic Naan",North Indian,450,Delivery,Residency Road
rr catering,No,No,3.4,10,mg road,quick bites,"Garlic Naan, Tandoori Chicken, Basmati Rice","North Indian, Chinese, Biryani",350,Delivery,Residency Road
bhaiyaji food court,No,No,3.4,27,mg road,quick bites,"Paratha, Samosa, Vada Pav","North Indian, Mithai",300,Delivery,Residency Road
vasudev adiga's,No,No,3.0,53,church street,quick bites,"Tea, Filter Coffee, Pongal, Masala Dosa","South Indian, North Indian, Chinese, Street Food",250,Delivery,Residency Road
the oriental spice - ashraya hotel,Yes,No,3.8,159,infantry road,casual dining,"Noodles, Chicken Salad, Lunch Buffet, Fish, Sour Soup, Manchurian, Salads","Chinese, Thai, Indonesian","1,300",Delivery,Residency Road
kamat's palate korner,No,No,4.1,121,richmond road,casual dining,"Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala","North Indian, Chinese",600,Delivery,Residency Road
baahubelly,No,No,3.7,68,brigade road,casual dining,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500,Delivery,Residency Road
the french loaf,Yes,No,2.9,48,ulsoor,"bakery, quick bites","Coffee, Veg Puff, Latte","Bakery, Desserts, Sandwich",400,Delivery,Residency Road
funjabi,No,No,3.5,140,church street,casual dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600,Delivery,Residency Road
pinxx - royal orchid central,Yes,Yes,3.8,200,mg road,casual dining,"Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake","Italian, European","1,600",Delivery,Residency Road
tiger trail - ramada hotel,Yes,Yes,4.0,189,shivajinagar,"casual dining, bar","Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi","1,300",Delivery,Residency Road
siddique kabab centre,No,No,3.9,436,frazer town,casual dining,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550,Delivery,Residency Road
green theory,Yes,Yes,4.2,2859,residency road,"casual dining, cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Desserts,Residency Road
alchemy - the chancery pavilion,No,Yes,4.3,497,residency road,"microbrewery, casual dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000",Desserts,Residency Road
art of delight,No,No,4.4,1916,residency road,dessert parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400,Desserts,Residency Road
wafl cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ©,Yes,No,3.9,88,residency road,"dessert parlor, quick bites","Waffles, Pie, Corn Dog","Desserts, Beverages, American",400,Desserts,Residency Road
bowring kulfi,No,No,4.0,100,residency road,dessert parlor,"Kulfi, Mango Juice, Kesar Pista, Lassi","Ice Cream, Desserts",150,Desserts,Residency Road
corner house ice cream,Yes,No,4.4,638,residency road,dessert parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400,Desserts,Residency Road
sweet truth,Yes,No,4.0,49,residency road,delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500,Desserts,Residency Road
sweet chariot cafe,Yes,No,3.8,113,residency road,dessert parlor,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500,Desserts,Residency Road
the belgian waffle co.,Yes,No,3.8,82,residency road,dessert parlor,Waffles,"Desserts, Beverages",350,Desserts,Residency Road
ganache - the ritz-carlton,No,No,3.9,51,residency road,dessert parlor,"Coffee, Cup Cake",Bakery,600,Desserts,Residency Road
the bangalore cafe,Yes,Yes,4.2,525,shanti nagar,casual dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,Desserts,Residency Road
the white room - coffee & kitchen,No,Yes,4.1,1750,church street,cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts","1,000",Desserts,Residency Road
glen's bakehouse,Yes,No,4.4,1115,lavelle road,"bakery, cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,Desserts,Residency Road
dunkin' donuts,Yes,No,4.0,1087,brigade road,"quick bites, dessert parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550,Desserts,Residency Road
fabelle chocolate boutique - itc gardenia,No,No,4.5,236,richmond road,dessert parlor,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages","1,250",Desserts,Residency Road
belgian waffle factory,Yes,No,4.9,1749,brigade road,dessert parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,Desserts,Residency Road
bengaluru baking company - jw marriott bengaluru,No,No,4.3,526,lavelle road,"bakery, cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger","1,400",Desserts,Residency Road
99 pancakes,Yes,No,4.1,48,church street,dessert parlor,Nutella Pancakes,"Desserts, Ice Cream",300,Desserts,Residency Road
cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ© mor'ish,Yes,No,4.1,119,richmond road,cafe,"Coffee, Pizza, Pasta, Burgers, Tomato Soup, Eggs Benedict, Brownie Fudge","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Desserts,Residency Road
lakeview milkbar,No,No,4.0,1469,mg road,"dessert parlor, cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,Desserts,Residency Road
gmt - gelateria montecatini terme,Yes,No,4.4,69,lavelle road,quick bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300,Desserts,Residency Road
icebreakers,No,No,4.3,184,church street,dessert parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",500,Desserts,Residency Road
nossa goa,Yes,Yes,4.1,302,richmond road,casual dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts","1,000",Desserts,Residency Road
happy belly bakes,Yes,No,4.2,121,mg road,"cafe, bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Desserts,Residency Road
xo belgian waffle,Yes,No,4.5,222,brigade road,food court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,Desserts,Residency Road
koshy's,No,No,3.6,55,richmond road,"bakery, quick bites",Plum Cake,"Bakery, Fast Food",300,Desserts,Residency Road
the waffle press,Yes,No,4.2,123,st. marks road,dessert parlor,"Waffles, Liege Waffle, Salted Caramel Ice Cream, Ice Cream Sandwiches, Ice Cream Sandwich","Desserts, Ice Cream",400,Desserts,Residency Road
amande patisserie,Yes,No,4.2,233,lavelle road,"bakery, dessert parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300,Desserts,Residency Road
